title,Amazon Rating,Goodreads Rating,Genre,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher
Charlotte's Web,4,4.17,Fiction,E.B. White/Garth Williams,4.17,61228745,9780061228742,eng,179,7,1,1/11/2006,HarperCollins Publishers
Where Rainbows End,4,3.94,Fiction,Cecelia Ahern,3.94,7189958,9780007189953,eng,454,652,109,8/11/2004,HarperCollins Publishers
The Last Innocent Man,4.5,3.91,Fiction,Phillip Margolin,3.91,60739681,9780060739683,eng,352,1667,57,1/25/2005,HarperCollins Publishers
The Chronicles of Narnia CD Box Set,4.6,4.26,Fiction,C.S. Lewis/Kenneth Branagh,4.26,694524751,9780694524754,eng,31,202,24,10/26/2004,HarperCollins Publishers
The Chronicles of Narnia (The Chronicles of Narnia  #1-7),4.5,4.26,Fiction,C.S. Lewis/Pauline Baynes,4.26,60765453,9780060765453,eng,766,1131,53,10/15/2005,HarperCollins Publishers
Mere Christianity,4.4,4.32,Non Fiction,C.S. Lewis/Kathleen Norris,4.32,60652926,9780060652920,eng,227,7665,664,4/21/2015,HarperCollins Publishers
The Screwtape Letters,4.4,4.22,Non Fiction,C.S. Lewis,4.22,60652896,9780060652890,eng,224,116834,4746,6/3/2001,HarperCollins Publishers
Mystical Paths (Starbridge  #5),4.3,4.23,Fiction,Susan Howatch,4.23,6496873,9780006496878,eng,576,1045,38,1/7/1996,HarperCollins Publishers
Scandalous Risks,4.3,4.2,Fiction,Susan Howatch,4.2,6496903,9780006496908,eng,480,1114,43,7/22/2009,HarperCollins Publishers
Glamorous Powers (Starbridge  #2),4.7,4.19,Fiction,Susan Howatch,4.19,000649692X,9780006496922,en-GB,512,1493,69,7/22/1996,HarperCollins Publishers
Horton Hatches the Egg,4.7,4.16,Fiction,Dr. Seuss,4.16,7175191,9780007175192,eng,64,37851,597,2/10/2004,HarperCollins Publishers
The Crook Factory,4.7,3.8,Fiction,Dan Simmons,3.8,380789175,9780380789177,eng,580,1108,89,1/8/2000,HarperCollins Publishers
Ariel: The Restored Edition,4.7,4.27,Fiction,Sylvia Plath/Frieda Hughes,4.27,60732601,9780060732608,eng,256,3737,283,6/3/2018,HarperCollins Publishers
The Mambo Kings Play Songs of Love,4.7,3.68,Fiction,Oscar Hijuelos,3.68,60845309,9780060845308,en-US,448,132,19,5/7/2005,HarperCollins Publishers
Mr. Ives' Christmas,4.8,3.76,Fiction,Oscar Hijuelos,3.76,60927542,9780060927547,eng,256,949,128,12/23/2003,HarperCollins Publishers
A Simple Habana Melody,4.8,3.45,Non Fiction,Oscar Hijuelos,3.45,60928697,9780060928698,eng,368,330,36,6/17/2003,HarperCollins Publishers
The Fourteen Sisters of Emilio Montez O'Brien,4.8,3.69,Fiction,Oscar Hijuelos,3.69,60975946,9780060975944,eng,496,467,31,12/23/2003,HarperCollins Publishers
The Known World,4.8,3.83,Non Fiction,Edward P. Jones,3.83,7195303,9780007195305,eng,388,449,83,1/10/2004,HarperCollins Publishers
After the Wreck  I Picked Myself Up  Spread My Wings  and Flew Away,4.8,3.46,Fiction,Joyce Carol Oates,3.46,60735252,9780060735258,eng,292,1168,129,1/9/2006,HarperCollins Publishers
The Wapshot Chronicle,4.8,3.76,Fiction,John Cheever/Rick Moody,3.76,60528877,9780060528874,eng,352,6152,257,3/6/2003,HarperCollins Publishers
I Who Have Never Known Men,4.6,4.09,Non Fiction,Jacqueline Harpman/Ros Schwartz,4.09,380731819,9780380731817,eng,206,516,71,1/7/1998,HarperCollins Publishers
Good Omens: The Nice and Accurate Prophecies of Agnes Nutter  Witch,4.6,4.25,Non Fiction,Terry Pratchett/Neil Gaiman,4.25,60853972,9780060853976,eng,384,5036,582,7/8/2007,HarperCollins Publishers
The Blue and Brown Books,4.6,4.14,Fiction,Ludwig Wittgenstein/Rush Rhees,4.14,61312118,9780061312113,en-US,208,2027,38,1/1/1965,HarperCollins Publishers
Watership Down,4.6,4.06,Non Fiction,Richard  Adams,4.06,60935456,9780060935450,eng,479,522,80,5/15/2001,HarperCollins Publishers
Every Book Its Reader: The Power of the Printed Word to Stir the World,4.7,3.96,Non Fiction,Nicholas A. Basbanes,3.96,60593245,9780060593247,eng,400,312,26,12/12/2006,HarperCollins Publishers
The Hidden Hand,4.7,3.43,Fiction,Carroll John Daly/Drew Bishop,3.43,60974362,9780060974367,eng,272,5,0,1/5/1992,HarperCollins Publishers
You Can't Go Home Again,4.7,4.04,Fiction,Thomas Wolfe,4.04,60930055,9780060930059,eng,711,4025,265,5/8/1998,HarperCollins Publishers
Three by Annie Dillard: Pilgrim at Tinker Creek  An American Childhood  The Writing Life,4.7,4.34,Fiction,Annie Dillard,4.34,60920645,9780060920647,en-US,617,562,42,11/21/1990,HarperCollins Publishers
Pilgrim at Tinker Creek,4.6,4.11,Fiction,Annie Dillard,4.11,72434171,9780072434170,eng,288,17681,1596,1/6/2000,HarperCollins Publishers
An American Childhood,4.7,3.91,Non Fiction,Annie Dillard,3.91,60915188,9780060915186,eng,255,7102,604,10/15/2013,HarperCollins Publishers
The Maytrees,4.7,3.57,Fiction,Annie Dillard,3.57,61239534,9780061239533,eng,216,4870,975,12/6/2007,HarperCollins Publishers
How to Be Alone,4.7,3.59,Non Fiction,Jonathan Franzen,3.59,7153589,9780007153589,eng,306,336,33,2/7/2007,HarperCollins Publishers
The Active Side of Infinity,4.8,4.16,Fiction,Carlos Castañeda,4.16,006092960X,9780060929602,eng,288,1952,70,12/22/1999,HarperCollins Publishers
Great Short Works of Fyodor Dostoevsky,4.2,4.42,Fiction,Fyodor Dostoyevsky/Ronald Hingley,4.42,60726466,9780060726461,eng,768,1330,29,6/7/2004,HarperCollins Publishers
A Little Prairie House,4.8,4.19,Fiction,Laura Ingalls Wilder/Renée Graef,4.19,64435261,9780064435260,eng,32,1561,45,3/21/1999,HarperCollins Publishers
Think on These Things,4.7,4.36,Fiction,Jiddu Krishnamurti/D. Rajagopal,4.36,60916095,9780060916091,eng,258,2509,137,11/10/1989,HarperCollins Publishers
The Dispossessed,4.6,4.22,Fiction,Ursula K. Le Guin,4.22,61054887,9780061054884,eng,387,64196,3525,10/20/1994,HarperCollins Publishers
Flight of the Nighthawks (The Darkwar Saga  #1),4.6,3.96,Fiction,Raymond E. Feist,3.96,60792787,9780060792787,en-US,368,9698,110,11/4/2006,HarperCollins Publishers
Lord of Light,4.8,4.1,Fiction,Roger Zelazny,4.1,60567236,9780060567231,eng,296,23392,1104,3/30/2010,HarperCollins Publishers
The Lion  the Witch and the Wardrobe,4.8,4.21,Fiction,C.S. Lewis/Pauline Baynes,4.21,60530839,9780060530839,en-US,112,381,19,4/11/2003,HarperCollins Publishers
Little House Friends (Little House Chapter Books: Laura  #9),4.8,4.04,Fiction,Laura Ingalls Wilder/Renée Graef,4.04,64420809,9780064420808,eng,80,73,2,5/9/1998,HarperCollins Publishers
The Art of Loving,4.8,4.04,Non Fiction,Erich Fromm/Peter D. Kramer/Rainer Funk,4.04,61129739,9780061129735,eng,192,38148,1310,6/8/2019,HarperCollins Publishers
One Hundred Years of Solitude,3.3,4.07,Fiction,Gabriel García Márquez/Gregory Rabassa,4.07,60750766,9780060750763,eng,560,130,5,2/20/2004,HarperCollins Publishers
Small Wonder,4.7,4.01,Fiction,Barbara Kingsolver,4.01,60504080,9780060504083,eng,264,8965,623,4/15/2003,HarperCollins Publishers
Prodigal Summer,4.3,4,Fiction,Barbara Kingsolver,4,60959037,9780060959036,eng,444,88241,5652,10/16/2001,HarperCollins Publishers
Echo,4.3,3.87,Non Fiction,Francesca Lia Block,3.87,64407446,9780064407441,eng,215,4894,235,6/8/2001,HarperCollins Publishers
A Tree Grows in Brooklyn,4.3,4.26,Fiction,Betty  Smith,4.26,61120073,9780061120077,eng,496,345283,16114,5/30/2006,HarperCollins Publishers
Five Quarters of the Orange,4.8,3.85,Non Fiction,Joanne Harris,3.85,60958022,9780060958022,eng,307,26258,1936,4/6/2002,HarperCollins Publishers
The Return of the King (The Lord of the Rings  #3),4.4,4.53,Fiction,J.R.R. Tolkien,4.53,7171994,9780007171996,eng,554,265,5,6/11/2003,HarperCollins Publishers
The Lord of the Rings: The Return of the King - Visual Companion,4.8,4.59,Fiction,Jude Fisher,4.59,7116268,9780007116263,eng,72,26,3,6/11/2003,HarperCollins Publishers
The Twenty-Seventh City,4.8,3.12,Fiction,Jonathan Franzen,3.12,1841157481,9781841157481,en-GB,528,125,17,1/5/2003,HarperCollins Publishers
The Midwife's Apprentice,4.8,3.72,Fiction,Karen Cushman,3.72,006440630X,9780064406307,eng,128,36039,1585,8/16/1996,HarperCollins Publishers
Native Son,4.1,3.99,Fiction,Richard Wright,3.99,006083756X,9780060837563,eng,504,75139,2987,2/8/2005,HarperCollins Publishers
Charms for the Easy Life,4,4.02,Fiction,Kaye Gibbons,4.02,60760257,9780060760250,eng,272,11168,744,1/7/2005,HarperCollins Publishers
The Patron Saint of Liars,4.7,3.8,Fiction,Ann Patchett,3.8,1841150509,9781841150505,eng,352,25342,2493,1/4/2003,HarperCollins Publishers
The Falls,4.7,3.58,Fiction,Joyce Carol Oates,3.58,60722290,9780060722296,eng,512,8278,748,2/8/2005,HarperCollins Publishers
Queen of the Scene,4.7,4.06,Fiction,Queen Latifah/Frank Morrison,4.06,60778563,9780060778569,en-US,32,94,18,9/26/2006,HarperCollins Publishers
The Red Queen: Sex and the Evolution of Human Nature,4.7,4.04,Non Fiction,Matt Ridley,4.04,60556579,9780060556570,eng,405,13491,506,4/29/2003,HarperCollins Publishers
The Wise Woman,4.6,3.32,Fiction,Philippa Gregory,3.32,6514642,9780006514640,eng,640,6774,529,1/2/2002,HarperCollins Publishers
The Little House,4.6,3.68,Fiction,Philippa Gregory,3.68,6496431,9780006496434,eng,368,1910,237,1/2/1998,HarperCollins Publishers
Declarations of Independence: Cross-Examining American Ideology,4.6,4.26,Non Fiction,Howard Zinn,4.26,60921080,9780060921088,eng,341,732,25,10/23/1991,HarperCollins Publishers
Michael Tolliver Lives (Tales of the City  #7),4.6,3.93,Fiction,Armistead Maupin,3.93,60761350,9780060761356,en-US,277,583,82,12/6/2007,HarperCollins Publishers
Back to Barbary Lane: The Tales of the City Omnibus (Tales of the City  #4-6),4.6,4.44,Fiction,Armistead Maupin,4.44,60166495,9780060166496,eng,720,514,11,11/26/1991,HarperCollins Publishers
Agatha Christie: An Autobiography,4.6,4.27,Non Fiction,Agatha Christie/Robert Welch Herrick,4.27,6353282,9780006353287,eng,560,4296,310,2/1/2001,HarperCollins Publishers
Hallowe'en Party (Hercule Poirot  #39),4.7,3.66,Fiction,Agatha Christie,3.66,7120680,9780007120680,eng,336,20656,1246,3/9/2001,HarperCollins Publishers
One  Two  Buckle My Shoe (Hercule Poirot  #23),4.7,3.76,Fiction,Agatha Christie/Hugh Fraser,3.76,1572703857,9781572703858,eng,0,14388,411,3/16/2004,HarperCollins Publishers
Witness for the Prosecution and Selected Plays,4.7,4.05,Fiction,Agatha Christie,4.05,000649045X,9780006490456,eng,352,3967,67,7/10/1995,HarperCollins Publishers
Partners in Crime (Tommy and Tuppence #2),4.7,3.77,Fiction,Agatha Christie,3.77,7111509,9780007111503,eng,347,10106,520,1/1/2001,HarperCollins Publishers
After the Funeral,4.7,3.87,Fiction,Agatha Christie,3.87,2310198,9780002310192,eng,251,47,4,2/7/2001,HarperCollins Publishers
Hercule Poirot's Christmas (Hercule Poirot  #20),4.7,3.94,Fiction,Agatha Christie,3.94,7120699,9780007120697,eng,335,26085,1497,1/9/2001,HarperCollins Publishers
Mrs. McGinty's Dead (Hercule Poirot  #30),4.8,3.83,Fiction,Agatha Christie,3.83,7121008,9780007121007,eng,328,572,74,1/7/2002,HarperCollins Publishers
Dead Man's Folly (Hercule Poirot  #33),4.1,3.79,Fiction,Agatha Christie,3.79,7121075,9780007121076,eng,288,619,75,1/7/2008,HarperCollins Publishers
Poirot: The Complete Ariadne Oliver  Vol. 2,4.1,4.21,Fiction,Agatha Christie,4.21,7190689,9780007190683,en-US,727,85,4,1/6/2005,HarperCollins Publishers
Daughter of Fortune,4.7,3.91,Fiction,Isabel Allende/Margaret Sayers Peden,3.91,61120251,9780061120251,eng,432,97539,2733,2/5/2006,HarperCollins Publishers
My Invented Country: A Nostalgic Journey Through Chile,4.7,3.85,Non Fiction,Isabel Allende,3.85,006054564X,9780060545642,en-US,199,4844,359,5/27/2003,HarperCollins Publishers
Aphrodite: A Memoir of the Senses,4.7,3.64,Non Fiction,Isabel Allende/Robert Shekter/Panchita Llona,3.64,60930179,9780060930172,eng,320,3732,195,7/4/1999,HarperCollins Publishers
The Infinite Plan,4.7,3.72,Fiction,Isabel Allende,3.72,60924985,9780060924980,eng,384,7347,300,4/3/1994,HarperCollins Publishers
Ines of My Soul,4.4,3.93,Fiction,Isabel Allende/Margaret Sayers Peden,3.93,61161578,9780061161575,eng,528,62,13,7/11/2006,HarperCollins Publishers
The Queen's Necklace,4.4,3.61,Fiction,Teresa Edgerton,3.61,380789116,9780380789115,eng,592,99,14,3/7/2001,HarperCollins Publishers
The Mysteries of Pittsburgh,4.8,3.64,Fiction,Michael Chabon,3.64,60790598,9780060790592,eng,320,21823,1518,5/7/2005,HarperCollins Publishers
The Yiddish Policemen's Union,4.8,3.71,Non Fiction,Michael Chabon,3.71,7149824,9780007149827,eng,414,53300,5699,1/5/2007,HarperCollins Publishers
Stardust,3.9,4.08,Fiction,Neil Gaiman,4.08,61142026,9780061142024,eng,248,283274,11746,8/29/2006,HarperCollins Publishers
The Best American Science Writing 2002,3.9,3.85,Fiction,Matt Ridley/Jesse Cohen/Alan Lightman/Joseph D'Agnese,3.85,60936509,9780060936501,eng,352,67,7,3/9/2002,HarperCollins Publishers
13 Little Blue Envelopes (Little Blue Envelope  #1),4.4,3.64,Fiction,Maureen Johnson,3.64,60541431,9780060541439,eng,322,70689,4067,12/21/2010,HarperCollins Publishers
The Great Divorce,4.4,4.28,Fiction,C.S. Lewis,4.28,6280560,9790007672386,eng,160,87527,3867,1/2/2002,HarperCollins Publishers
The Complete C.S. Lewis Signature Classics,4.4,4.61,Fiction,C.S. Lewis,4.61,61208493,9780061208492,eng,746,925,40,6/2/2007,HarperCollins Publishers
The Collected Letters of C.S. Lewis  Volume 3: Narnia  Cambridge  and Joy  1950 - 1963,4.5,4.47,Fiction,C.S. Lewis/Walter Hooper,4.47,60819227,9780060819224,eng,1840,144,16,9/1/2007,HarperCollins Publishers
An Old-Fashioned Thanksgiving,4.7,3.71,Non Fiction,Louisa May Alcott/James Bernardin,3.71,60004509,9780060004507,eng,32,659,87,1/8/2005,HarperCollins Publishers
Pioneer Girl: The Story of Laura Ingalls Wilder,4.3,4.14,Non Fiction,William   Anderson/Dan Andreasen,4.14,006446234X,9780064462341,eng,32,440,36,2/2/2000,HarperCollins Publishers
The Dead Beat: Lost Souls  Lucky Stiffs  and the Perverse Pleasures of Obituaries,4.6,3.41,Non Fiction,Marilyn Johnson,3.41,60758767,9780060758769,en-US,272,1137,231,1/30/2007,HarperCollins Publishers
The Reverse of the Medal (Aubrey & Maturin #11),4.8,4.41,Fiction,Patrick O'Brian,4.41,6499260,9780006499268,eng,261,186,12,1/4/2010,HarperCollins Publishers
Time For Kids: Butterflies!,4.8,3.97,Fiction,David Bjerklie,3.97,60782137,9780060782139,eng,32,21,0,2/21/2006,HarperCollins Publishers
Touching the Void: The True Story of One Man's Miraculous Survival,4.8,4.22,Non Fiction,Joe Simpson,4.22,60730552,9780060730550,eng,218,44074,1405,3/2/2004,HarperCollins Publishers
The Player of Games (Culture  #2),4.8,4.27,Fiction,Iain M. Banks,4.27,61053562,9780061053566,eng,293,46139,1648,1/2/1997,HarperCollins Publishers
The Modern Mind: An Intellectual History of the 20th Century,4.8,4.26,Non Fiction,Peter Watson,4.26,60084383,9780060084387,eng,847,588,56,7/23/2002,HarperCollins Publishers
One Matchless Time: A Life of William Faulkner,4.8,3.97,Non Fiction,Jay Parini,3.97,60935553,9780060935559,en-US,528,193,34,6/14/2005,HarperCollins Publishers
The Nightmare Room: The Nightmare Begins! (The Nightmare Room  #1-3),4.7,3.88,Fiction,R.L. Stine,3.88,60766743,9780060766740,en-US,432,94,7,5/24/2005,HarperCollins Publishers
The Silmarillion,4.7,3.92,Fiction,J.R.R. Tolkien/Christopher Tolkien,3.92,261102427,9780261102422,eng,384,292,40,7/2/1999,HarperCollins Publishers
The Nose,4.7,3.89,Fiction,Nikolai Gogol/Kevin Hawkes,3.89,688104649,9780688104641,eng,31,12968,446,9/29/1994,HarperCollins Publishers
The Real Trial of Oscar Wilde,4.8,4.04,Non Fiction,Merlin Holland,4.04,000715805X,9780007158058,eng,384,189,14,5/10/2004,HarperCollins Publishers
All-American Girl (All-American Girl  #1),4.8,3.74,Fiction,Meg Cabot,3.74,64472779,9780064472777,eng,398,59683,1728,7/22/2003,HarperCollins Publishers
Ready or Not (All-American Girl  #2),4.7,3.4,Fiction,Meg Cabot,3.4,60724501,9780060724504,eng,238,22149,737,1/8/2005,HarperCollins Publishers
The Schopenhauer Cure,4.7,4.22,Fiction,Irvin D. Yalom,4.22,60938102,9780060938109,eng,358,9550,455,3/1/2006,HarperCollins Publishers
The Mandarins,4.7,4.14,Fiction,Simone de Beauvoir/Leonard M. Friedman,4.14,7203942,9780007203949,eng,752,3250,194,3/5/2005,HarperCollins Publishers
Where the Wild Things Are,4.3,4.22,Fiction,Maurice Sendak,4.22,60254920,9780060254926,eng,40,8704,483,12/26/2012,HarperCollins Publishers
Executive Orders (Jack Ryan  #8),4.3,4.06,Fiction,Tom Clancy,4.06,6479758,9780006479758,eng,1273,39577,436,1/1/1998,HarperCollins Publishers
25 Ways to Win with People: How to Make Others Feel Like a Million Bucks,4.7,4.11,Non Fiction,John C. Maxwell/Les Parrott III,4.11,785260943,9780785260943,eng,208,1710,114,5/6/2005,HarperCollins Publishers
Winning with People Workbook,4.8,4.22,Fiction,John C. Maxwell,4.22,785260900,9780785260905,eng,256,8,1,10/9/2005,HarperCollins Publishers
The Big Bing: Black Holes of Time Management  Gaseous Executive Bodies  Exploding Careers  and Other Theories on the Origins of the Business Universe,4.8,3.11,Non Fiction,Stanley Bing,3.11,60529571,9780060529574,en-US,368,27,6,3/1/2006,HarperCollins Publishers
What Would Machiavelli Do?: The Ends Justify the Meanness,4.9,3.45,Non Fiction,Stanley Bing,3.45,66620104,9780066620107,eng,176,464,58,7/28/2004,HarperCollins Publishers
There's a Spiritual Solution to Every Problem,4.4,4.27,Non Fiction,Wayne W. Dyer,4.27,60192305,9780060192303,eng,288,5738,129,8/21/2001,HarperCollins Publishers
Spares,4.4,4.13,Fiction,Michael Marshall Smith,4.13,6512674,9780006512677,eng,317,2566,160,2/11/1998,HarperCollins Publishers
When Nietzsche Wept,4.5,4.32,Fiction,Irvin D. Yalom,4.32,60748125,9780060748128,eng,310,25063,1031,4/1/2005,HarperCollins Publishers
Rough Crossings: Britain  the Slaves and the American Revolution,4.5,3.98,Non Fiction,Simon Schama,3.98,006053916X,9780060539160,eng,496,747,87,4/25/2006,HarperCollins Publishers
Diary of a Spider,4.5,4.25,Fiction,Doreen Cronin/Harry Bliss,4.25,60001534,9780060001537,en-US,40,8134,292,7/26/2005,HarperCollins Publishers
Prayers for Rain (Kenzie & Gennaro  #5),4.5,4.09,Fiction,Dennis Lehane,4.09,380730367,9780380730360,eng,375,16329,619,2/5/2000,HarperCollins Publishers
Shutter Island,4.4,4.09,Fiction,Dennis Lehane,4.09,038073186X,9780380731862,eng,369,134985,6300,4/27/2004,HarperCollins Publishers
The Black Dahlia Files: The Mob  the Mogul  and the Murder That Transfixed Los Angeles,4.8,3.84,Fiction,Donald H. Wolfe,3.84,60582502,9780060582500,en-US,448,635,57,5/9/2006,HarperCollins Publishers
Blindsighted (Grant County  #1),4.2,4.09,Fiction,Karin Slaughter,4.09,380820889,9780380820887,eng,418,53996,2171,1/10/2002,HarperCollins Publishers
Kisscut (Grant County  #2),4.8,4.09,Fiction,Karin Slaughter,4.09,60534044,9780060534042,eng,436,25675,1096,9/30/2003,HarperCollins Publishers
A Faint Cold Fear (Grant County  #3),4.9,4.08,Fiction,Karin Slaughter,4.08,60534052,9780060534059,eng,422,25119,900,7/27/2004,HarperCollins Publishers
The Last Kingdom (The Saxon Stories  #1),4.8,4.25,Fiction,Bernard Cornwell/Jamie Glover,4.25,61126578,9780061126574,eng,6,16,1,7/25/2006,HarperCollins Publishers
The Last Kingdom (The Saxon Stories  #1),4.7,4.25,Fiction,Bernard Cornwell/Jamie Glover,4.25,60759259,9780060759254,eng,6,39,9,1/25/2005,HarperCollins Publishers
The Zero,4.5,3.51,Fiction,Jess Walter,3.51,60898658,9780060898656,eng,336,1976,297,8/29/2006,HarperCollins Publishers
Lullabies for Little Criminals,4.8,3.98,Fiction,Heather O'Neill,3.98,60875070,9780060875077,eng,330,18419,1371,10/17/2006,HarperCollins Publishers
All Families Are Psychotic,4.6,3.67,Fiction,Douglas Coupland,3.67,7117531,9780007117536,eng,279,361,32,1/7/2002,HarperCollins Publishers
Burning Chrome (Sprawl  #0),4.8,4.06,Fiction,William Gibson/Bruce Sterling/Jonathan Davis/Dennis Holland/Kevin Pariseau/Victor Bevine/Jay Snyder/Brian Nishil/L.J. Ganser/Oliver Wyman/Eric Michael Summerer/Marc Vietor,4.06,60539828,9780060539825,eng,224,30566,585,7/29/2003,HarperCollins Publishers
The Neil Gaiman Audio Collection,4.8,4.24,Fiction,Neil Gaiman,4.24,60732989,9780060732981,eng,1,1666,208,8/31/2004,HarperCollins Publishers
The Day I Swapped My Dad for Two Goldfish,4.4,4.03,Fiction,Neil Gaiman/Dave McKean,4.03,60587032,9780060587031,en-US,64,284,31,9/26/2006,HarperCollins Publishers
Red Herrings and White Elephants: The Origins of the Phrases We Use Every Day,4.4,3.73,Non Fiction,Albert Jack/Ann Page,3.73,60843373,9780060843373,en-US,272,71,5,1/11/2005,HarperCollins Publishers
Smithsonian Intimate Guide to Human Origins,4.4,4.02,Non Fiction,Carl Zimmer,4.02,61196673,9780061196676,eng,176,173,17,6/2/2007,HarperCollins Publishers
The Making of a Philosopher: My Journey Through Twentieth-Century Philosophy,4.4,3.65,Non Fiction,Colin McGinn,3.65,60957603,9780060957605,eng,256,226,31,8/7/2003,HarperCollins Publishers
Operation Wandering Soul,4.4,3.61,Fiction,Richard Powers,3.61,006097611X,9780060976118,eng,352,379,33,2/4/2002,HarperCollins Publishers
Three Farmers on Their Way to a Dance,4.3,3.82,Fiction,Richard Powers,3.82,60975091,9780060975098,eng,352,742,49,1/12/1994,HarperCollins Publishers
Prisoner's Dilemma,4.3,3.87,Non Fiction,Richard Powers,3.87,60977086,9780060977085,en-US,352,543,45,2/4/2002,HarperCollins Publishers
Missing You (1-800-Where-R-You  #5),4.8,4.17,Fiction,Meg Cabot,4.17,60874309,9780060874308,eng,268,11056,366,12/26/2006,HarperCollins Publishers
How to Be Popular,4.8,3.55,Fiction,Meg Cabot,3.55,60880120,9780060880125,eng,288,19363,876,8/31/2006,HarperCollins Publishers
Valentine Princess (The Princess Diaries  #7.75),4.8,3.67,Fiction,Meg Cabot,3.67,60847182,9780060847180,eng,96,9517,219,12/12/2006,HarperCollins Publishers
Darkest Hour (The Mediator  #4),4.5,4.17,Fiction,Meg Cabot,4.17,60725141,9780060725143,eng,316,30471,671,12/28/2004,HarperCollins Publishers
Regarding the Fountain: A Tale  in Letters  of Liars and Leaks,4.4,4.2,Fiction,Kate Klise/M. Sarah Klise,4.2,380793474,9780380793471,eng,144,3208,306,9/3/1999,HarperCollins Publishers
Tales from the Perilous Realm,4.8,4.08,Fiction,J.R.R. Tolkien,4.08,7149123,9780007149124,eng,178,3242,162,2/9/2002,HarperCollins Publishers
Roverandom,4.8,3.87,Fiction,J.R.R. Tolkien/Christina Scull/Wayne G. Hammond,3.87,7149115,9780007149117,eng,116,8775,413,2/9/2002,HarperCollins Publishers
The History of Middle-Earth Index (The History of Middle-Earth  #13),4.6,4.25,Non Fiction,J.R.R. Tolkien/Christopher Tolkien,4.25,7137435,9780007137435,eng,484,51,3,5/8/2002,HarperCollins Publishers
The Lost Road and Other Writings (The History of Middle-earth  #5),4.3,3.97,Non Fiction,J.R.R. Tolkien/Christopher Tolkien,3.97,261102257,9780261102255,eng,455,97,10,5/6/2002,HarperCollins Publishers
The Autumn of the Patriarch,4.3,3.85,Fiction,Gabriel García Márquez/Gregory Rabassa,3.85,60882867,9780060882860,eng,255,12336,492,3/14/2006,HarperCollins Publishers
The Edgar Allan Poe Audio Collection,4.6,4.39,Fiction,Edgar Allan Poe,4.39,694524190,9780694524198,eng,5,289,64,1/10/2000,HarperCollins Publishers
The Golden Notebook,4.6,3.76,Fiction,Doris Lessing,3.76,006093140X,9780060931407,eng,640,16000,1219,3/2/1999,HarperCollins Publishers
Catherine  Called Birdy,4.8,3.71,Fiction,Karen Cushman,3.71,60739428,9780060739423,eng,224,33557,1280,1/6/2004,HarperCollins Publishers
Charlotte's Web,4.6,4.17,Fiction,E.B. White/Garth Williams/Rosemary Wells,4.17,64410935,9780064410939,eng,184,1300470,14739,1/10/2001,HarperCollins Publishers
Charlotte's Web,4.6,4.17,Fiction,E.B. White/Garth Williams/Rosemary Wells,4.17,61127760,9780061127762,en-US,224,227,18,10/31/2006,HarperCollins Publishers
Charlotte's Web,4.6,4.17,Fiction,E.B. White/Garth Williams/Kate DiCamillo,4.17,60882611,9780060882617,en-US,192,220,21,10/31/2006,HarperCollins Publishers
Charlotte's Web: Wilbur Finds a Friend,4.5,4.13,Fiction,Jennifer Frantz/E.B. White/Aleksey Ivanov/Olga Ivanov,4.13,60882816,9780060882815,eng,32,64,9,10/31/2006,HarperCollins Publishers
Poppy's Return,4.8,3.99,Fiction,Avi/Brian Floca,3.99,60000147,9780060000141,eng,256,1110,71,8/22/2006,HarperCollins Publishers
The Trumpet of the Swan,4.6,4.08,Fiction,E.B. White/Fred Marcellino,4.08,64408671,9780064408677,eng,252,63915,1825,3/10/2000,HarperCollins Publishers
Lucie Babbidge's House,4.6,3.73,Fiction,Sylvia Cassedy,3.73,038071812X,9780380718122,eng,242,162,21,1/4/1993,HarperCollins Publishers
Fear of Falling: The Inner Life of the Middle Class,4.6,3.91,Non Fiction,Barbara Ehrenreich,3.91,60973331,9780060973339,eng,292,331,23,9/26/1990,HarperCollins Publishers
How to be Idle,4.7,3.81,Non Fiction,Tom Hodgkinson,3.81,60779683,9780060779689,en-US,289,103,14,10/5/2005,HarperCollins Publishers
A Manual for Living,4.7,4.23,Non Fiction,Epictetus/Sharon Lebell,4.23,62511114,9780062511119,eng,96,171,14,6/23/1994,HarperCollins Publishers
A Stranger Came Ashore,4.7,3.82,Fiction,Mollie Hunter/Lisa Falkenstern,3.82,64400824,9780064400824,eng,163,464,49,6/4/1977,HarperCollins Publishers
Oh  The Places You’ll Go!,4.4,4.35,Fiction,Dr. Seuss,4.35,7158521,9780007158522,eng,48,969,75,6/5/2003,HarperCollins Publishers
Racso and the Rats of NIMH (Rats of NIMH  #2),4.4,3.77,Fiction,Jane Leslie Conly/Leonard B. Lubin,3.77,64402452,9780064402453,eng,288,3314,95,1/9/1988,HarperCollins Publishers
R-T  Margaret  and the Rats of NIMH (Rats of NIMH  #3),4.7,3.54,Fiction,Jane Leslie Conly/Leonard B. Lubin,3.54,64403874,9780064403870,eng,272,662,29,9/30/1991,HarperCollins Publishers
The Dance of the Dissident Daughter,4.7,3.95,Fiction,Sue Monk Kidd,3.95,006064589X,9780060645892,eng,256,5645,603,8/20/2002,HarperCollins Publishers
Touching Darkness (Midnighters  #2),4.8,3.89,Fiction,Scott Westerfeld,3.89,60519568,9780060519568,eng,439,17135,675,1/3/2006,HarperCollins Publishers
